MeanNN,SDNN,RMSSD,pNN50,LF,HF,LF_HF,PR,Label
630.6303589984034,92.82385849102283,120.1956663991823,54.490748543921974,0.04217053790057662,0.11161208965127214,0.41095577813945605,95.17286471467625,Rest
820.9674700622934,188.0703496159368,258.28989973313793,86.17235213763948,0.015970308833733748,0.09938755311071001,0.14359457267067602,73.29359211251963,Rest
650.9898498148898,116.5028565399012,167.1260233357648,73.63010522561085,0.028015305837205906,0.09121029686659796,0.3433152106943488,92.17840002435223,Rest
882.2561655972243,231.1325978016745,283.076088111615,85.15737705225051,0.04045831182913488,0.08772385375090368,0.4919823278085816,68.04636212876053,Rest
787.5925676563727,154.3866464223942,221.9721425641131,83.88767162517995,0.028348536246660432,0.10947356483668105,0.2683194189755823,76.2565261840539,Rest
808.5807698550511,113.49628678125285,176.71130835343834,79.64398139215811,0.010863640710404661,0.1224855606414538,0.08618524854249872,74.22925481640894,Rest
778.7786819833788,88.83963694355744,104.69045012557396,56.69747968926051,0.03317657540552268,0.08153388941976707,0.4151379729523896,77.07595372577616,Rest
833.0543259557344,163.9778027626416,212.14477456444902,77.34808853118713,0.03459278895649074,0.08094311669814516,0.4281178963368391,72.0264420467095,Rest
593.7146706836622,55.407548312653056,71.65469529140678,45.10352151537971,0.048848880622616254,0.07751236777344282,0.6530638966240369,101.09693003234558,Rest
645.1739322249025,179.48832824007516,242.47688998269774,79.14289234512788,0.0355503753942494,0.11032932083977018,0.32727190408887846,93.11732140693836,Rest
935.04540216484,144.58165961607094,191.4716949934049,83.461074444681,0.022049181622181203,0.12622728242128378,0.18413565681041127,64.2079578993033,Rest
691.8114054466361,143.76911370239728,195.92669867046834,79.1372899003421,0.04147500804426784,0.10344291577237134,0.4260024125384437,86.81468122488859,Rest
736.9579062886304,116.41622605530324,131.62707973545196,61.22243431832472,0.031972384516555055,0.06138977075321524,0.6811202300755935,82.84933165077489,Rest
678.1442679569097,156.62731920373636,213.00604348193332,74.54785721833379,0.04369162869560291,0.10574301603055809,0.44077021730359933,88.50799027218349,Rest
925.9159789831168,354.99411968300103,492.7086794480914,88.9649384758597,0.0429886687131274,0.08143584582873604,0.5247845784225001,65.59820949044446,Rest
798.2007555119683,277.16416811106143,363.78745450534467,90.9204964403763,0.04441110194142081,0.07104837069172937,0.7917120623131506,75.39643761413843,Rest
