MeanNN,SDNN,RMSSD,pNN50,LF,HF,LF_HF,PR
684.7555129434323,259.2665650710378,345.4694560499246,89.93288590604027,0.03275424797297688,0.08849624771918635,0.3701201894673736,87.6225147017642
