MeanNN,SDNN,RMSSD,pNN50,LF,HF,LF_HF,PR
996.3276836158193,483.2775073036439,701.9847050441052,88.13559322033898,0.06669423587698668,0.12340273366258966,0.5404599549580762,60.22115111993196
