MeanNN,SDNN,RMSSD,pNN50,LF,HF,LF_HF,PR,Label
658.7872851072893,182.29264939102117,249.69277530327616,82.63605175677246,,0.09303123616590944,,91.42247625686986,Stressor
797.618323868324,252.08121218478635,323.63986703361974,81.95016250937304,,0.11025923961745225,,75.47387873847872,Stressor
738.4204346298607,219.58486848001138,294.1064046046691,82.2708057881357,,0.12760751722638328,,81.37125430356062,Stressor
881.7547623154835,231.96970165896292,296.05710563347316,82.58217253176932,,0.11076056395892606,,68.13429676745245,Stressor
850.5336376703849,304.5782351814921,401.10720836963065,86.82305724152576,,0.09116953621609847,,70.88038629998177,Stressor
711.6430411097098,171.60749362155815,231.55604475310295,75.76931584103869,,0.12879077874919248,,84.46703238746287,Stressor
754.1407999231919,213.72878980728677,276.6320870898196,74.41988972810576,,0.10690678184549315,,80.31921997457928,Stressor
811.4351502526486,266.6188493048545,360.4120726435804,84.53228456816974,,0.10733746175046423,,74.37902828786622,Stressor
786.9567681801207,262.76870792625607,330.7911227883246,83.68856985575252,,0.08454358502915457,,76.64672177296526,Stressor
631.9076580732454,157.78550355086543,214.40516956662978,64.52825864134837,,0.10861338910117996,,95.24231641195865,Stressor
830.6992482101148,212.85718702602145,291.24108998471786,83.87543585312346,,0.12639718116951748,,72.47479079999954,Stressor
745.7009916766015,217.80255574470957,296.93148343386605,88.05235433284214,,0.1254810124691678,,80.57444520059936,Stressor
798.7512731954048,232.78489713048512,295.1246812249481,81.53501568502976,,0.12339060938129762,,75.31917273690304,Stressor
731.5878267033594,246.43900806918597,322.72864582716477,85.24529668945587,,0.08673723325894188,,82.0815610570165,Stressor
1241.6569719808238,1284.7940354914329,1687.9663713944374,88.11177241989256,,,,57.942373769116685,Stressor
957.0623558469179,470.44151157519684,605.0623052492117,84.34277259478873,,,,66.21667834266357,Stressor
