MeanNN,SDNN,RMSSD,pNN50,LF,HF,LF_HF,PR
1018.103448275862,585.6643651663359,843.7837486540931,91.37931034482759,0.058855024919527286,0.041271672047059456,1.426039266168297,58.933107535986444
