MeanNN,SDNN,RMSSD,pNN50,LF,HF,LF_HF,PR
982.5396825396825,569.0676852978697,748.1444490324551,88.88888888888889,0.023830779887057795,0.022043600376486512,1.0810747554867504,61.06623586429726
